company_name,domain,tin,source,hubspot_checked,legal_name,hubspot_object_id,status,exists_in_hubspot,Score_1,sent_clay,error_message,reason_score1,pain_point1,segment,industri_sii,hubspot_lifecycle,hubspot_match_stage,manual_hubspot_checked,adjusted_vertical,enrichment_status,batch_id,batch_date,contacts_found,contacts_with_email,contacts_with_linkedin,ready_for_outreach,outreach_started_date,last_hs_activity_date,do_not_contact,signal,id,createdAt,updatedAt
MegaArchivos,megaarchivos.cl,76138547-K,webhook,True,MEGA ARCHIVOS S.A.,,"""does_not_exists_in_hubspot""",False,70,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 296 trabajadores (5 pts), segmento (0 pts). Sin regulación (0 pts) porque el giro de almacenamiento y depósito no corresponde a organismos supervisores chilenos. Estimación de 50-200 proveedores (15 pts) por volumen operativo típico de logística y servicios de depósito. Sin señal externa (0 pts).","Empresa de 296 trabajadores en almacenamiento y depósito gestiona múltiples proveedores y contratistas sin regulación explícita. Requiere validación continua de contrapartes, documentación de servicios, renovaciones periódicas y monitoreo de cumplimiento operativo sin framework regulatorio formal que lo exija.",utilities / infraestructura,OTROS SERVICIOS DE ALMACENAMIENTO Y DEPOSITO N.C.P.,,,,mfg-retail-hold,hs_checked,2026-W22,2026-05-25,,,,True,,,,,310,2026-05-15T20:39:57.493Z,2026-05-25T20:01:10.385Z
SATTEL CHILE LTDA,sattelchile.cl,76095501-9,webhook,True,SATTEL CHILE LIMITADA,55283044996.0,"""does_not_exists_in_hubspot""",True,68,True,,"gran empresa (20 pts), 0 empresas hijas (0 pts), 103 trabajadores (3 pts), segmento sin clasificar (0 pts). Sin regulación (0 pts), giro de manufactura eléctrica no supervisado. 50-200 proveedores estimados (15 pts) por volumen operativo típico de fabricante regional. Sin señal externa (0 pts).","Fabricante de 103 empleados con cadena de suministro dispersa requiere validación continua de proveedores, certificaciones técnicas y cumplimiento tributario sin estructura formal de compliance establecida.",mining / energía,FABRICACION DE EQUIPO ELECTRICO DE ILUMINACION,,,,mfg-retail-hold,hs_deal_created,2026-W22,2026-05-25,1.0,1.0,0.0,True,,,,,253,2026-05-15T20:20:15.124Z,2026-05-25T23:00:36.793Z
CBARRIOS,cbarrios.cl,76071838-6,webhook,True,CBARRIOS CONSTRUCTORA SPA,,"""does_not_exists_in_hubspot""",False,70,True,,"Gran empresa (20 pts), 5 empresas hijas (15 pts), 481 trabajadores (5 pts), segmento (0 pts). Sin regulación (0 pts) —giro de construcción de carreteras cae en ingeniería civil, excluido de supervisión sectorial—; 50-200 proveedores estimados (15 pts) por naturaleza de obras civiles y múltiples proyectos simultáneos; sin señal (0 pts).","Empresa constructora grande (481 trabajadores) con estructura compleja (5 filiales) que gestiona múltiples proyectos viales. Requiere validación continua de contratistas, proveedores y subcontratistas; sin regulación específica pero obligación operativa de monitoreo de contrapartes y documentación de poderes/vigencia.",manufactura / retail,CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL,,,,util-infra,hs_checked,2026-W21,2026-05-20,,,,True,,,,,224,2026-05-15T20:10:10.128Z,2026-05-20T15:00:37.659Z
ASESORIAS E INVERSIONES BELLAGIO LIMITADA,,76091740-0,webhook,True,ASESORIAS E INVERSIONES BELLAGIO LIMITADA,,sent_to_clay,False,60,True,,"mediana (12 pts), 4 empresas hijas (15 pts), 11 trabajadores (0 pts), segmento (0 pts). CMF (15 pts) por giro explícito en fondos y entidades financieras similares; 50-200 proveedores estimados (15 pts) dada estructura de holding con múltiples empresas operativas; sin señal (0 pts).","Holding financiero con 4 empresas subordinadas requiere validación continua de contrapartes, cumplimiento regulatorio CMF, control de poderes y documentación, más monitoreo post-aprobación de proveedores y gestión de conflictos de interés internos.",financiero,FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES,,,,fsi-reg,clay_sent,2026-W21,2026-05-20,,,,True,,,,,246,2026-05-15T20:17:43.802Z,2026-05-20T14:50:58.586Z
CONSTRUCTORA CELTIC SpA,celtic.cl,76095378-4,webhook,True,CELTIC SPA,,"""does_not_exists_in_hubspot""",False,68,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 182 trabajadores (3 pts), segmento (0 pts). Sin regulación (0 pts); giro de construcción/acabado clasificado como Ninguno. Estimación 50-200 proveedores típicos en sector construcción (15 pts) por volumen operativo e intermitencia de proyectos. Sin señal externa reportada (0 pts).","Empresa de terminación y acabado con 182 trabajadores gestiona múltiples proveedores y subcontratistas en proyectos simultáneos. Sin regulación externa, pero requiere validación continua de contrapartes, documentación contractual, vigencia de poderes y certificaciones técnicas para mantener calidad y cumplimiento en obra.",mining / energía,TERMINACION Y ACABADO DE EDIFICIOS,,,,mfg-retail-hold,hs_checked,2026-W21,2026-05-20,,,,True,,,,,252,2026-05-15T20:19:51.381Z,2026-05-20T15:00:38.693Z
MDP Andamios,mdpandamios.cl,76092272-2,webhook,True,MONTAJES DEL PACIFICO S.A.,,"""does_not_exists_in_hubspot""",False,70,True,,"gran empresa (20 pts), 0 empresas hijas (0 pts), 323 trabajadores (5 pts), segmento sin clasificar (0 pts). Sernageomin (15 pts) por giro explícito en actividades de apoyo a explotación de minas; estimación de 50-200 proveedores (15 pts) inferida por tamaño operativo y naturaleza de servicios de apoyo minero; sin señal externa reportada (0 pts).","Empresa de apoyo minero con 323 trabajadores maneja múltiples contratistas y proveedores en operaciones reguladas. Debe asegurar cumplimiento normativo Sernageomin, validar proveedores periódicamente y monitorear riesgos legales y tributarios en estructura con 3 empresas matrices.",mining / energía,ACTIVIDADES DE APOYO PARA LA EXPLOTACION DE OTRAS MINAS Y CANTERAS PRESTADOS POR EMPRESAS,,,,mining-hse,hs_checked,2026-W21,2026-05-20,,,,True,,,,,248,2026-05-15T20:18:26.469Z,2026-05-20T15:00:36.645Z
LUXMETER ENERGY SPA,luxmeter.cl,76170707-8,webhook,True,LUXMETER ENERGY SPA,55276148351.0,"""does_not_exists_in_hubspot""",True,65,True,,"mediana (12 pts), 3 empresas hijas (15 pts), 61 trabajadores (3 pts), segmento (0 pts). Sin regulación (0 pts); fabricación de equipos eléctricos no requiere supervisión sectorial específica. Estimación 50-200 proveedores por operaciones de manufactura con componentes/suministros (15 pts). Sin señal (0 pts).","Manufactura con estructura holding de 3 empresas hijas genera complejidad en validación de contrapartes. 61 trabajadores y operaciones multi-entidad requieren monitoreo continuo de proveedores, documentación técnica y cumplimiento tributario descentralizado.",mining / energía,FABRICACION DE EQUIPO ELECTRICO DE ILUMINACION,,,,mfg-retail-hold,hs_deal_created,2026-W22,2026-05-25,1.0,1.0,0.0,True,,,,,338,2026-05-15T20:49:39.763Z,2026-05-25T16:02:24.942Z
Venturance,venturance.cl,76095786-0,webhook,True,VENTURANCE S.A.,22599021093.0,"""exists_in_hubspot""",True,60,True,,"mediana (12 pts), 10 empresas hijas (15 pts), 21 trabajadores (0 pts), segmento (0 pts). CMF (15 pts) por giro explícito en administración de fondos de inversión. Estimación 50-200 proveedores (15 pts) por tamaño mediano, estructura de holding y operaciones financieras que típicamente requieren múltiples contrapartes especializadas. Sin señal (0 pts).","Administradora de fondos con estructura compleja: 10 empresas hijas, 3 matrices y 21 empleados. Gestiona múltiples contrapartes bajo supervisión CMF. Requiere validación continua de proveedores, documentación regulatoria y monitoreo de conflictos de interés en holding.",financiero,ADMINISTRADORAS DE FONDOS DE INVERSION,lead,"""domain""",,fsi-reg,hs_deal_created,2026-W22,2026-05-25,1.0,1.0,0.0,True,,,,,254,2026-05-15T20:20:31.208Z,2026-05-25T22:01:08.221Z
Innergex Chile,innergex.com,76097069-7,webhook,True,INNERGEX ENERGIA RENOVABLE SPA,18467661428.0,"""exists_in_hubspot""",True,80,True,,"Gran empresa (20 pts), 15 empresas hijas (15 pts), 49 trabajadores (0 pts), segmento (0 pts). CNE (15 pts): giro explícitamente generación eléctrica en centrales hidroeléctricas. Estimación 50-200 proveedores (15 pts): complejidad operativa de central hidroeléctrica con holding de 15 filiales implica cadena de suministro moderada-alta. Sin señal externa (0 pts).",Generadora con 15 filiales y estructura holding compleja requiere validar proveedores y contratistas en múltiples jurisdicciones. CNE exige cumplimiento regulatorio continuo. Gestión descentralizada de contrapartes sin visibilidad centralizada genera riesgo de incumplimiento.,mining / energía,GENERACION DE ENERGIA ELECTRICA EN CENTRALES HIDROELECTRICAS,opportunity,"""domain""",,power-epc,skipped_hs | lifecycle: opportunity | last_contact: 2026-05-25T08:00:00.000Z,2026-W22,2026-05-25,3.0,3.0,3.0,True,,2026-05-25T08:00:00.000Z,,,256,2026-05-15T20:21:14.230Z,2026-05-25T21:00:56.355Z
INVERSIONES SMLP CHILE LIMITADA,,76084481-0,webhook,True,INVERSIONES SMLP CHILE LIMITADA,,sent_to_clay,False,68,True,,"Gran empresa (20 pts), 13 empresas hijas (15 pts), 16 trabajadores (0 pts), segmento (0 pts). CMF (15 pts) por giro explícito en fondos y entidades financieras similares; estimación de 50-200 proveedores (15 pts) inferida por tamaño, estructura holding y operaciones multi-filial; sin señal externa (0 pts).",Holding con 13 empresas hijas y estructura compleja requiere validación continua de contrapartes financieras. Regulación CMF exige compliance riguroso. Gestión de 50-200 proveedores dispersos entre filiales sin plataforma integrada genera riesgo de incumplimiento normativo y deuda tributaria.,financiero,FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES,,,,fsi-reg,clay_sent,2026-W21,2026-05-18,,,,True,,,,,242,2026-05-15T20:16:19.224Z,2026-05-18T14:07:52.983Z
Mine Partner,minepartner.cl,76083165-4,webhook,True,MINE PARTNER SOLUCIONES GENERALES PARA LA MINERIA S.A.,23212971591.0,"""exists_in_hubspot""",True,68,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 104 trabajadores (3 pts), segmento (0 pts). Sernageomin (15 pts) por giro explícito en fabricación de maquinaria para explotación de minas; estimación 50-200 proveedores (15 pts) por perfil manufacturero de mediana escala en minería; sin señal externa (0 pts).","Fabricante de maquinaria minera con 104 empleados enfrenta supervisión regulatoria de Sernageomin, gestiona 50-200 proveedores de componentes críticos, y debe mantener validación continua de contrapartes en sector regulado de alto riesgo operativo.",mining / energía,FABRICACION DE MAQUINARIA PARA LA EXPLOTACION DE MINAS Y CANTERAS Y PARA OBRAS DE CONSTRUCCION,lead,"""domain""",,mining-hse,hs_deal_created,2026-W22,2026-05-25,1.0,1.0,0.0,True,,2025-05-29T08:00:00.000Z,,,240,2026-05-15T20:15:37.103Z,2026-05-25T16:02:31.579Z
Inteletgroup,inteletgroup.com,76071861-0,webhook,True,SERVICIOS FINANCIEROS INTELETGROUP LIMITADA,,"""does_not_exists_in_hubspot""",False,73,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 757 trabajadores (8 pts), segmento (0 pts). SUBTEL (15 pts) por giro explícito en telecomunicaciones; estimación 50-200 proveedores típicos en sector telecom (15 pts); sin señal externa reportada (0 pts).",Empresa de 757 trabajadores en telecomunicaciones con obligaciones SUBTEL. Gestiona volumen medio de proveedores (50-200) en operaciones complejas. Requiere validación continua de contrapartes y cumplimiento regulatorio formal para mantener licencias.,utilities / infraestructura,OTRAS ACTIVIDADES DE TELECOMUNICACIONES N.C.P.,,,,util-infra,hs_checked,2026-W22,2026-05-25,,,,True,,,,,225,2026-05-15T20:10:31.159Z,2026-05-25T14:01:15.294Z
LOS ANGELES SOCIEDAD DE INVERSIONES LIMITADA,,76100830-7,webhook,True,LOS ANGELES SOCIEDAD DE INVERSIONES LIMITADA,,sent_to_clay,False,68,True,,"Gran empresa (20 pts), 7 empresas hijas (15 pts), 18 trabajadores (0 pts), segmento (0 pts). CMF (15 pts) por giro explícito de fondos y entidades financieras similares. Estimado 50-200 proveedores (15 pts) por naturaleza de holding financiero con múltiples empresas dependientes requiriendo servicios diversos. Sin señal (0 pts).","Sociedad de inversiones con 7 empresas hijas requiere validación continua de contrapartes financieras, cumplimiento regulatorio CMF, y gestión de conflictos de interés en estructura holding compleja con múltiples vínculos accionarios.",financiero,FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES,,,,fsi-reg,clay_sent,2026-W22,2026-05-25,,,,True,,,,,261,2026-05-15T20:22:59.556Z,2026-05-25T13:47:26.145Z
Gold Fields Salares Norte,goldfields.com,76101725-K,webhook,True,MINERA GOLD FIELDS SALARES NORTE SPA,20468408390.0,"""exists_in_hubspot""",True,76,True,,"gran empresa (20 pts), 1 empresas hijas (3 pts), 606 trabajadores (8 pts), segmento (0 pts). Sernageomin (15 pts) por giro explícito de extracción de minerales metalíferos no ferrosos; estimación 50-200 proveedores (15 pts) típico en operaciones mineras de escala con múltiples subcontratistas y servicios; sin señal (0 pts).","Gran operación minera con 606 empleados y estructura de holding que requiere gestión rigurosa de proveedores y contratistas bajo supervisión Sernageomin. Complejidad operativa de faena exige renovaciones periódicas, validación de documentación y monitoreo continuo de contrapartes en cadena de suministro.",mining / energía,"EXTRACCION DE OTROS MINERALES METALIFEROS NO FERROSOS N.C.P. (EXCEPTO ZINC, PLOMO Y MANGANESO)",1151001700,"""domain""",,mining-hse,skipped_hs | lifecycle: 1151001700 | last_contact: 2026-05-19T08:00:00.000Z,2026-W22,2026-05-25,3.0,3.0,3.0,True,,2026-05-19T08:00:00.000Z,,,262,2026-05-15T20:23:20.918Z,2026-05-25T15:00:57.526Z
Cacciuttolo,cacciuttolo.cl,76093123-3,webhook,True,SERVICIOS INTEGRALES CACCIUTTOLO LIMITADA,19072339618.0,"""exists_in_hubspot""",True,73,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 622 trabajadores (8 pts), segmento (0 pts). Sin regulación directa por giro transporte (0 pts); estimación de 50-200 proveedores típicos en logística (15 pts); sin señal externa reportada (0 pts).","Empresa de transporte de carga con 622 trabajadores gestiona múltiples proveedores (combustible, mantención, seguros, subcontratistas). Requiere validación continua de licencias, antecedentes y documentación tributaria. Sin monitoreo formalizado, crece riesgo de incumplimientos regulatorios y fraude operativo.",utilities / infraestructura,TRANSPORTE DE CARGA POR CARRETERA,lead,"""domain""",,mfg-retail-hold,hs_deal_created,2026-W22,2026-05-25,1.0,0.0,1.0,True,,2025-04-11T08:00:00.000Z,,,249,2026-05-15T20:18:52.618Z,2026-05-25T22:01:15.064Z
CONSTRUCTORA RENAICO SPA,,76099522-3,webhook,True,CONSTRUCTORA RENAICO SPA,,sent_to_clay,False,60,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 1269 trabajadores (10 pts), segmento (0 pts). Sin regulación externa (0 pts); actividad de preparación de terreno e ingeniería civil no supervisada. Estimación 50–200 proveedores típicos para constructora de este tamaño (15 pts), dada complejidad de operaciones. Sin señal externa reportada (0 pts).","Constructora de 1.269 empleados ejecuta obras de preparación de terreno con alta rotación de contratistas y proveedores. Sin regulación específica, pero gestión de múltiples contrapartes, validación de documentos y monitoreo continuo generan fricción operativa y riesgo legal acumulado.",manufactura / retail,PREPARACION DEL TERRENO,,,,util-infra,clay_sent,2026-W22,2026-05-25,,,,True,,,,,258,2026-05-15T20:21:56.267Z,2026-05-25T19:32:12.187Z
ACCIONA,acciona.com,76181135-5,webhook,True,ACCIONA PATACHE S.A.,10092105893.0,"""exists_in_hubspot""",True,75,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 2868 trabajadores (10 pts), segmento (0 pts). SISS (15 pts) por giro explícito en captación, tratamiento y distribución de agua potable; estimación 50-200 proveedores (15 pts) por complejidad operativa de infraestructura sanitaria; sin señal externa (0 pts).","Gran empresa de agua con 2868 empleados gestiona múltiples proveedores bajo supervisión SISS. Requiere validación continua de contratistas, cumplimiento regulatorio permanente y monitoreo post-aprobación en operaciones críticas de infraestructura.",utilities / infraestructura,"CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA",50020180,"""domain""",,util-infra,skipped_hs | lifecycle: 50020180 | last_contact: 2026-04-20T08:00:00.000Z,2026-W22,2026-05-25,6.0,4.0,6.0,True,,2026-04-20T08:00:00.000Z,,,351,2026-05-15T20:54:12.438Z,2026-05-25T15:00:57.636Z
SALMONES CAMANCHACA S A,camanchaca.cl,76065596-1,webhook,True,SALMONES CAMANCHACA S A,9826921735.0,"""exists_in_hubspot""",True,68,True,,"gran empresa (20 pts), 2 empresas hijas (8 pts), 2342 trabajadores (10 pts), segmento (0 pts). Sin regulación (0 pts). Acuicultura de agua dulce como actividad de manufactura requiere cadena de proveedores estimada entre 50-200 (15 pts) considerando escala operativa. Sin señal (0 pts).","Gran productor acuícola con 2.342 empleados y estructura compleja de 4 matrices y 2 filiales. Gestiona cadena de suministro extensa (insumos, alimentos, equipos) con renovaciones periódicas y múltiples contratistas. Requiere validación continua de proveedores sin marco regulatorio formal que lo obligue.",manufactura / retail,ACUICULTURA DE AGUA DULCE,opportunity,"""domain""",,mfg-retail-hold,skipped_hs | lifecycle: opportunity | last_contact: 2026-05-20T08:00:00.000Z,2026-W22,2026-05-25,7.0,7.0,7.0,True,,2026-05-20T08:00:00.000Z,,,214,2026-05-15T20:06:42.114Z,2026-05-25T21:00:56.719Z
Gesta,gestamineria.cl,76132593-0,webhook,True,GESTA SERVICIOS A LA MINERÍA SPA,19273946004.0,"""exists_in_hubspot""",True,75,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 1259 trabajadores (10 pts), segmento (0 pts). Sernageomin (15 pts): giro explícito menciona maquinaria para minería y extracción de petróleo. Estimación 50-200 proveedores (15 pts): servicios de reparación especializada típicamente requieren múltiples contratistas certificados. Sin señal (0 pts).","Empresa de 1259 trabajadores en minería requiere gestionar múltiples proveedores de servicios críticos bajo supervisión de Sernageomin. Complejidad operativa de reparación de maquinaria pesada, renovaciones periódicas de equipos, y validación continua de contrapartes especializadas.",mining / energía,"REPARACION DE MAQUINARIA METALURGICA, PARA LA MINERIA, EXTRACCION DE PETROLEO Y PARA LA CONSTRUCCION",lead,"""domain""",,mining-hse,hs_deal_created,2026-W22,2026-05-25,2.0,2.0,2.0,True,,2024-06-18T08:00:00.000Z,,,301,2026-05-15T20:36:52.053Z,2026-05-25T23:00:49.070Z
Autopistas de Antofagasta,autopistasdeantofagasta.cl,76099978-4,webhook,True,SOCIEDAD CONCESIONARIA AUTOPISTAS DE ANTOFAGASTA S.A.,45914628434.0,"""exists_in_hubspot""",True,70,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 224 trabajadores (5 pts), segmento (0 pts). Sin regulación (0 pts), estimación de 50-200 proveedores típicos en operaciones viales (15 pts), sin señal externa reportada (0 pts).","Concesionaria vial con 224 empleados gestiona múltiples proveedores de mantenimiento, construcción y servicios. Sin regulación específica, pero operaciones críticas requieren validación continua de contratistas y cumplimiento de estándares viales. Monitoreo post-aprobación insuficiente genera riesgos operacionales y legales.",utilities / infraestructura,SERVICIOS PRESTADOS POR CONCESIONARIOS DE CARRETERAS,lead,"""domain""",,util-infra,hs_deal_created,2026-W22,2026-05-25,1.0,1.0,0.0,True,,,,,260,2026-05-15T20:22:38.477Z,2026-05-25T22:01:21.550Z
DEMO CONSTRUCCIONES S. A.,democorp.com,76135122-2,webhook,True,DEMO CONSTRUCCIONES  S. A.,19467882887.0,"""exists_in_hubspot""",True,63,True,,"gran empresa (20 pts), 1 empresas hijas (3 pts), 2053 trabajadores (10 pts), segmento (0 pts). Sin regulación (0 pts). Estimado 50-200 proveedores típicos para constructor residencial de este tamaño (15 pts): suministradores, subcontratistas, servicios especializados. Sin señal (0 pts).","Gran constructor residencial con 2053 empleados y estructura holding gestiona decenas de proveedores y contratistas simultáneamente. Sin regulación sectorial explícita, pero operativamente complejo: documentación variada, renovaciones periódicas, riesgo legal en cadena de suministro y conflictos de interés en relaciones internas.",manufactura / retail,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,opportunity,"""domain""",,util-infra,skipped_hs_lifecycle | lifecycle: opportunity,2026-W22,2026-05-25,2.0,2.0,2.0,True,,2025-11-28T06:00:00.000Z,,,305,2026-05-15T20:38:16.256Z,2026-05-25T21:00:56.859Z
Transvip,transvip.cl,76102176-1,webhook,True,EMPRESA DE TRANSPORTES TRANSVIP SPA,9034645902.0,sent_to_clay,True,70,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 462 trabajadores (5 pts), segmento (0 pts). Sin regulación (0 pts). Estimación 50-200 proveedores típicos para transporte terrestre de pasajeros: combustible, mantención, seguros, operadores (15 pts). Sin señal externa reportada (0 pts).","Empresa de transporte con 462 trabajadores gestiona múltiples proveedores de combustible, mantenimiento, repuestos y servicios logísticos. Sin regulación sectorial específica, pero requiere validación continua de contrapartes, licencias de conducción, seguros vigentes y cumplimiento tributario. Estructura con 2 empresas matrices genera complejidad en responsabilidades solidarias.",utilities / infraestructura,OTRAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR VIA TERRESTRE N.C.P.,lead,"""domain""",,util-infra,skipped_hs_activity | last_contact: 2026-05-05T08:00:00.000Z,2026-W22,2026-05-25,1.0,1.0,1.0,True,,2026-05-05T08:00:00.000Z,,,265,2026-05-15T20:24:24.712Z,2026-05-25T15:00:57.724Z
Martabid,empresasmartabid.cl,76044521-5,webhook,True,EMPRESAS MARTABID SPA,55282617968.0,"""does_not_exists_in_hubspot""",True,71,True,,"gran empresa (20 pts), 16 empresas hijas (15 pts), 67 trabajadores (3 pts), segmento (0 pts). CMF (15 pts): el giro explícita ""fondos y sociedades de inversión y entidades financieras similares"", actividad directamente regulada por CMF. 50-200 proveedores estimados (15 pts): estructura de holding financiero con múltiples entidades requiere gestión moderada de contrapartes. Sin señal (0 pts).","Holding financiero con 16 empresas hijas y estructura compleja requiere validación continua de contrapartes bajo supervisión CMF. Múltiples entidades, documentación regulatoria variada, riesgo de inconsistencias en cumplimiento normativo y monitoreo descentralizado.",financiero,FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES,,,,fsi-reg,hs_deal_created,2026-W22,2026-05-25,1.0,1.0,0.0,True,,,,,178,2026-05-15T19:54:34.014Z,2026-05-25T22:01:28.571Z
PGComunicaciones,pgcomunicaciones.cl,76101808-6,webhook,True,"PABLO GONZALEZ ALEGRIA, PG COMUNICACIONES E.I.R.L",55282866524.0,"""does_not_exists_in_hubspot""",True,70,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 318 trabajadores (5 pts), segmento sin clasificar (0 pts). SUBTEL (15 pts) por giro explícito en «otras actividades de telecomunicaciones»; estimación 50-200 proveedores (15 pts) por volumen operacional de empresa telecomunicaciones; sin señal externa reportada (0 pts).","Empresa de telecomunicaciones con 318 trabajadores que gestiona múltiples contrapartes bajo supervisión SUBTEL. Requiere validación continua de proveedores, cumplimiento normativo permanente y monitoreo post-aprobación en operaciones de telecomunicaciones.",utilities / infraestructura,OTRAS ACTIVIDADES DE TELECOMUNICACIONES N.C.P.,,,,util-infra,hs_deal_created,2026-W22,2026-05-25,1.0,1.0,0.0,True,,,,,263,2026-05-15T20:23:42.342Z,2026-05-25T22:01:35.506Z
NOI Hotels,noihotels.com,76094014-3,webhook,True,NOI HOTELS S A,30343266989.0,"""exists_in_hubspot""",True,60,True,,"mediana (12 pts), 9 empresas hijas (15 pts), 25 trabajadores (0 pts), segmento (0 pts). CMF (15 pts) por giro explícito de asesoría en inversión financiera bajo supervisión CMF; 50-200 proveedores estimados (15 pts) por tamaño mediano, holding complejo y servicios financieros; sin señal externa (0 pts).","Holding con 9 filiales y 25 empleados en asesoría financiera requiere validar contrapartes en múltiples jurisdicciones. Complejidad regulatoria CMF exige documentación exhaustiva, renovaciones periódicas y monitoreo continuo de riesgo reputacional y legal.",financiero,"EMPRESAS DE ASESORIA Y CONSULTORIA EN INVERSION FINANCIERA, SOCIEDADES DE APOYO AL GIRO",lead,"""domain""",,mfg-retail-hold,hs_deal_created,2026-W22,2026-05-25,1.0,0.0,1.0,True,,2025-03-11T06:00:00.000Z,,,251,2026-05-15T20:19:34.846Z,2026-05-25T22:01:41.797Z
Pampa Camarones,pampacamarones.cl,76085153-1,webhook,True,PAMPA CAMARONES SPA,21872868121.0,"""exists_in_hubspot""",True,73,True,,"gran empresa (20 pts), 1 empresas hijas (3 pts), 422 trabajadores (5 pts), segmento (0 pts). Sernageomin (15 pts) por giro explícito de extracción de cobre; estimación 50-200 proveedores (15 pts) típica para operación minera de este tamaño con múltiples frentes; sin señal externa (0 pts).","Gran operación minera con 422 empleados y estructura compleja (9 empresas matrices, 1 filial). Regulación Sernageomin exige cumplimiento estricto. Gestión de 50-200 proveedores y contratistas en faena genera riesgo permanente de incumplimientos documentales, vencimientos de poderes y trazabilidad de contrapartes.",mining / energía,EXTRACCION Y PROCESAMIENTO DE COBRE,lead,"""domain""",,mining-hse,hs_deal_created,2026-W22,2026-05-25,1.0,1.0,0.0,True,,2025-09-03T08:00:00.000Z,,,244,2026-05-15T20:17:01.389Z,2026-05-25T22:01:48.109Z
Toledo Gianzo,,76103845-1,webhook,True,COMERCIAL AGRICOLA Y TRANSPORTES TOLEDO GIANZO Y COMPANIA LIMITADA,,sent_to_clay,False,61,True,,"Gran empresa (20 pts), 1 empresa hija (3 pts), 191 trabajadores (3 pts), segmento (0 pts). Sin regulación (0 pts), ya que transporte de carga por carretera no es supervisado por CMF, Sernageomin, SEC, CNE, SISS ni SUBTEL. Proveedores: 50-200 estimados (15 pts) considerando operaciones de transporte que requieren combustible, mantenimiento, seguros y subcontratistas. Sin señal externa reportada (0 pts).","Empresa de transporte de carga con 191 empleados y estructura holding maneja múltiples contrapartes (proveedores, conductores, clientes). Requiere validación continua de documentación, poderes vigentes y antecedentes sin marco regulatorio formal que lo obligue, generando riesgo operativo y legal.",utilities / infraestructura,TRANSPORTE DE CARGA POR CARRETERA,,,,mfg-retail-hold,clay_sent,2026-W22,2026-05-25,,,,True,,,,,268,2026-05-15T20:25:28.033Z,2026-05-25T19:32:21.528Z
SOCIEDAD AUSTRAL DE ELECTRICIDAD S.A.,saesa.cl,76073162-5,webhook,True,SOCIEDAD AUSTRAL DE ELECTRICIDAD S.A.,9826729770.0,"""exists_in_hubspot""",True,81,True,,"Gran empresa (20 pts), 2 empresas hijas (8 pts), 732 trabajadores (8 pts), segmento (0 pts). SEC (15 pts) por giro explícito de distribución de energía eléctrica; 50-200 proveedores estimados (15 pts) por escala operativa y complejidad de red de distribución regional; sin señal externa (0 pts).","Distribuidor eléctrico regional con 732 empleados y estructura holding compleja gestiona decenas de proveedores críticos bajo supervisión SEC. Requiere validación continua de contrapartes, cumplimiento regulatorio permanente y monitoreo post-aprobación para evitar sanciones.",mining / energía,DISTRIBUCION DE ENERGIA ELECTRICA,50020180,"""domain""",,util-infra,skipped_hs | lifecycle: 50020180 | last_contact: 2026-04-16T08:00:00.000Z,2026-W22,2026-05-25,5.0,3.0,5.0,True,,2026-04-16T08:00:00.000Z,,,226,2026-05-15T20:10:47.197Z,2026-05-25T15:00:57.821Z
Toptainer,toptainer.cl,76105422-8,webhook,True,TOPTAINER SPA,55282624428.0,"""does_not_exists_in_hubspot""",True,63,True,,"Gran empresa (20 pts), 2 empresas hijas (8 pts), 46 trabajadores (0 pts), segmento (0 pts). Sin regulación directa del giro (0 pts), estimados 50-200 proveedores por modelo operativo de transporte de carga (15 pts), sin señal externa reportada (0 pts).","Empresa de transporte de carga con estructura holding compleja (2 filiales, 3 matrices) que gestiona múltiples proveedores y contratistas. Requiere validación continua de documentación tributaria, licencias, seguros y poderes de terceros sin marco regulatorio externo que lo exija formalmente.",utilities / infraestructura,TRANSPORTE DE CARGA POR CARRETERA,,,,mfg-retail-hold,hs_deal_created,2026-W22,2026-05-25,1.0,1.0,1.0,True,,,,,270,2026-05-15T20:26:10.500Z,2026-05-25T22:01:55.047Z
